Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
209;02-11-2020;09:34:42;43;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
210;02-11-2020;09:34:43;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
211;02-11-2020;09:34:43;44;-;Trovan Unique;0007A5D3C2;-;00000000;00000000;-;""
212;02-11-2020;09:34:48;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
213;02-11-2020;09:34:49;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
214;02-11-2020;09:34:49;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
215;02-11-2020;09:34:50;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
216;02-11-2020;09:34:50;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
217;02-11-2020;09:35:11;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
218;02-11-2020;09:35:11;33;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
219;02-11-2020;09:35:12;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
220;02-11-2020;09:35:13;34;-;Trovan Unique;0007DF928E;-;00000000;00000000;-;""
221;02-11-2020;09:35:27;31;-;Trovan Unique;0007A4B643;-;00000000;00000000;-;""
222;02-11-2020;09:35:27;31;-;Trovan Unique;0007A4B643;-;00000000;00000000;-;""
223;02-11-2020;09:35:27;31;-;Trovan Unique;0007A4B643;-;00000000;00000000;-;""
224;02-11-2020;09:35:52;31;-;Trovan Unique;0007DF0C6A;-;00000000;00000000;-;""
225;02-11-2020;09:35:52;31;-;Trovan Unique;0007DF0C6A;-;00000000;00000000;-;""
226;02-11-2020;09:35:53;31;-;Trovan Unique;0007DF0C6A;-;00000000;00000000;-;""
227;02-11-2020;09:35:53;31;-;Trovan Unique;0007DF0C6A;-;00000000;00000000;-;""
228;02-11-2020;09:36:11;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
229;02-11-2020;09:36:11;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
230;02-11-2020;09:36:12;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
231;02-11-2020;09:36:12;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
232;02-11-2020;09:36:12;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
233;02-11-2020;09:36:12;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
234;02-11-2020;09:36:13;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
235;02-11-2020;09:36:13;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
236;02-11-2020;09:36:13;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
237;02-11-2020;09:36:14;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
238;02-11-2020;09:36:14;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
239;02-11-2020;09:36:54;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
240;02-11-2020;09:36:55;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
241;02-11-2020;09:36:55;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
242;02-11-2020;09:36:55;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
243;02-11-2020;09:36:56;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
244;02-11-2020;09:36:56;21;-;Trovan Unique;0007A4B873;-;00000000;00000000;-;""
